house_id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
53,20,RL,0,11765,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,WdSdng,WdSdng,Stone,302,TA,TA,CBlock,TA,TA,Mn,Rec,1127.0,Unf,0,490,1617.0,GasA,Fa,Y,SBrkr,1797,0,0,1797,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,3,963,TA,TA,Y,0,0,0,0,0,0,none,0,6,2006,WD,Normal,169000
54,80,RL,85,10200,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0,678,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,600,TA,TA,Y,224,0,0,0,0,0,none,0,8,2008,WD,Abnorml,175000
55,60,RL,73,8814,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,732.0,Unf,0,0,732.0,GasA,Ex,Y,SBrkr,732,732,0,1464,0,0,1,1,4,1,TA,7,Typ,0,none,Attchd,Unf,2,470,TA,TA,Y,0,40,0,0,0,0,none,0,6,2008,WD,Normal,141000
56,50,RL,50,9350,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,WdShng,None,0,TA,TA,CBlock,TA,Fa,No,LwQ,192.0,Unf,0,564,756.0,GasA,Ex,Y,SBrkr,1169,0,362,1531,0,0,1,0,3,1,TA,8,Typ,1,TA,Detchd,Unf,1,209,Fa,TA,Y,0,0,0,0,0,0,MnPrv,0,6,2010,WD,Normal,127000
57,50,RM,0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0,350,818.0,GasA,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,1,210,TA,TA,N,0,0,116,0,0,0,none,0,12,2009,WD,Normal,115000
58,60,RL,80,10400,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,Unf,0,738,738.0,GasA,TA,Y,SBrkr,1277,767,0,2044,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,Unf,2,489,TA,TA,Y,28,73,0,0,0,0,none,0,3,2008,WD,Normal,185000
59,90,RL,95,11345,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0,708,928.0,GasA,Gd,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,none,Detchd,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,none,0,7,2007,WD,Normal,137000
60,160,FV,0,2117,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0,378,756.0,GasA,Ex,Y,SBrkr,769,804,0,1573,0,0,2,1,3,1,Gd,5,Typ,0,none,Detchd,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,none,0,6,2010,WD,Normal,177500
61,20,RL,88,11896,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0,1258,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,1346,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,3,660,TA,TA,Y,100,48,0,0,0,0,none,0,5,2010,WD,Normal,220000
62,20,RL,90,11664,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0,335,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611,1,0,2,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,3,1231,TA,TA,Y,262,93,0,0,0,0,none,0,9,2009,WD,Normal,250000
63,30,RL,64,8574,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,816,816.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,2,440,TA,TA,Y,0,0,180,0,0,0,none,0,10,2009,WD,Normal,147500
64,20,RL,62,8010,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,WdSdng,WdSdng,None,0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745.0,Unf,0,206,951.0,GasA,Gd,Y,SBrkr,951,0,0,951,1,0,1,0,2,1,Gd,6,Typ,0,none,Detchd,Unf,2,480,TA,TA,Y,0,0,42,0,0,0,none,450,9,2009,WD,Normal,143500
65,50,RL,60,9780,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,585,585.0,GasA,TA,N,FuseA,687,425,0,1112,1,0,2,0,4,1,TA,6,Typ,0,none,Detchd,Unf,1,226,Po,Po,N,0,0,0,0,0,0,none,0,3,2009,WD,Normal,63000
66,20,RL,75,10650,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,712,0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,none,Attchd,Unf,1,308,TA,TA,Y,365,0,0,0,0,0,MnPrv,0,2,2010,WD,Normal,128200
67,60,RL,96,11631,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1052,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0,2373,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,632,TA,TA,Y,120,46,0,0,0,0,none,0,6,2006,New,Partial,258000
68,30,RM,60,7392,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,520,520.0,GasA,TA,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,RFn,1,360,TA,TA,Y,0,90,0,0,0,0,none,0,5,2008,WD,Normal,99500
69,90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,Unf,0,0,936.0,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,none,Detchd,Unf,2,672,TA,TA,Y,49,0,0,0,0,0,none,0,8,2007,WD,Normal,140000
70,80,RL,60,7134,Pave,none,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0,0,384.0,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,MnPrv,0,2,2007,WD,Normal,130000
71,50,RM,69,11851,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0,247,1027.0,GasA,Ex,Y,SBrkr,1027,606,0,1633,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,0,100,126,0,0,0,none,0,6,2010,WD,Normal,129000
72,20,RL,68,8298,Pave,none,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,none,0,Gd,TA,PConc,Gd,TA,Av,GLQ,583.0,Unf,0,963,1546.0,GasA,Ex,Y,SBrkr,1564,0,0,1564,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,502,TA,TA,Y,132,0,0,0,0,0,none,0,9,2007,New,Partial,267300
73,20,RL,78,9360,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0,216,976.0,GasA,TA,Y,SBrkr,976,0,0,976,1,0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,RFn,2,504,TA,TA,Y,94,0,0,0,0,0,none,0,8,2006,WD,Abnorml,157500
74,20,RL,57,9764,Pave,none,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,Unf,0,192,894.0,GasA,Ex,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,0,none,Attchd,RFn,2,450,TA,TA,Y,0,0,0,0,0,0,none,0,5,2008,WD,Normal,130000
75,60,RL,60,15384,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0,64,788.0,GasA,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,388,TA,TA,Y,100,75,0,0,0,0,none,0,2,2008,WD,Normal,184000
76,50,RM,52,6240,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,966,966.0,GasA,Ex,Y,SBrkr,1014,412,0,1426,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,230,Fa,TA,Y,174,0,96,0,0,0,GdPrv,0,7,2007,WD,Normal,131750
77,60,RL,0,8965,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,652.0,Unf,0,130,782.0,GasA,Ex,Y,SBrkr,806,683,0,1489,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,400,TA,TA,Y,0,75,0,0,0,0,none,0,6,2009,WD,Normal,192000
78,60,RL,83,13159,Pave,none,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0,846,846.0,GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,650,TA,TA,Y,208,114,0,0,0,0,none,0,7,2009,New,Partial,224500
79,20,RL,0,20693,Pave,none,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,652,TA,TA,CBlock,Gd,TA,No,Rec,434.0,Unf,0,1262,1696.0,GasA,Ex,Y,SBrkr,1696,0,0,1696,0,0,2,0,3,1,TA,7,Typ,2,TA,Attchd,Fin,2,625,TA,TA,Y,0,146,0,0,0,0,GdWo,0,2,2007,WD,Normal,198000
80,160,RL,24,2179,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,BrkCmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,70.0,Unf,0,785,855.0,GasA,Gd,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,460,TA,TA,Y,0,28,0,0,0,0,none,0,7,2006,WD,Normal,144000
81,70,RL,53,7155,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,686,686.0,GasA,TA,Y,SBrkr,686,775,0,1461,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,N,0,0,116,0,0,0,MnPrv,0,7,2007,WD,Normal,135000
82,60,RL,50,8340,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0,166,675.0,GasA,TA,Y,SBrkr,686,702,0,1388,0,0,1,1,3,1,TA,6,Typ,0,none,Attchd,Unf,1,317,TA,TA,Y,406,36,0,0,0,0,none,0,12,2006,WD,Normal,157500
83,20,RL,88,7990,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,924,924.0,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,MnPrv,0,4,2008,WD,Normal,110000
84,20,RL,78,10140,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663.0,LwQ,377,0,1040.0,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,GdPrv,0,1,2006,WD,Normal,181000
85,50,RL,75,12508,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0,323,983.0,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,none,Attchd,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,none,1300,7,2008,WD,Normal,160000
86,20,RL,79,10637,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288.0,Unf,0,417,1705.0,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,none,0,9,2009,WD,Normal,297000
87,20,RL,65,7441,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1461,1461.0,GasA,Ex,Y,SBrkr,1486,0,0,1486,0,0,2,0,3,1,Gd,7,Typ,0,none,Attchd,RFn,2,566,TA,TA,Y,0,32,0,0,0,0,none,0,6,2007,WD,Normal,181000
88,60,FV,84,10207,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,874,874.0,GasA,Ex,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,none,Attchd,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,none,0,8,2007,New,Partial,227875
89,50,RM,68,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,901,901.0,GasA,Gd,Y,SBrkr,861,517,0,1378,0,0,1,0,3,1,Gd,6,Typ,0,none,Detchd,Unf,1,162,Fa,Fa,P,54,0,40,0,0,0,none,0,6,2009,WD,Normal,128900
90,90,RL,78,10530,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,GLQ,975.0,Unf,0,0,975.0,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,none,Attchd,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,none,0,5,2006,WD,Normal,135000
91,60,RL,70,8750,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,880,880.0,GasA,Ex,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,0,120,0,0,0,0,none,0,7,2009,WD,Normal,191000
92,60,RL,80,9938,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246,Gd,TA,PConc,Gd,TA,No,GLQ,750.0,Unf,0,300,1050.0,GasA,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,GdPrv,0,6,2010,WD,Normal,236000
93,50,RL,50,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Gd,No,Rec,241.0,BLQ,391,229,861.0,GasA,Ex,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,none,Detchd,Unf,1,384,TA,TA,Y,0,130,112,0,0,0,MnPrv,0,4,2008,WD,Normal,119000
94,50,RL,0,7010,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,175.0,Unf,0,849,1024.0,GasA,TA,Y,SBrkr,1144,594,0,1738,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,P,0,30,0,0,0,0,none,0,7,2008,WD,Normal,153000
95,50,RL,70,8737,Pave,none,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,WdSdng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0,765,1065.0,GasA,Ex,Y,FuseA,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,440,TA,TA,Y,0,38,0,144,0,0,none,0,5,2007,WD,Normal,210000
96,45,RL,55,5500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,882,882.0,GasA,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,none,none,none,0,0,none,none,Y,0,0,0,0,0,0,MnPrv,0,4,2007,WD,Normal,103200
97,20,RL,42,14892,Pave,none,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160,Ex,TA,PConc,Ex,TA,Gd,GLQ,1320.0,Unf,0,426,1746.0,GasA,Ex,Y,SBrkr,1746,0,0,1746,1,0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,Fin,3,758,TA,TA,Y,201,39,0,0,0,0,none,0,10,2009,WD,Normal,377500
98,20,RL,70,9100,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694,264,1112.0,GasA,Ex,Y,SBrkr,1112,0,0,1112,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,Unf,1,390,TA,TA,Y,0,0,0,0,0,0,MnPrv,0,10,2009,WD,Family,144800
99,160,RL,24,2308,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,BrkCmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,556.0,Unf,0,248,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,1,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,Unf,2,440,TA,TA,Y,48,0,0,0,0,0,none,0,7,2007,WD,Normal,155000
100,20,RL,0,25485,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,WdSdng,MetalSd,BrkFace,423,TA,Fa,CBlock,TA,Gd,Mn,LwQ,540.0,Rec,1020,0,1560.0,GasA,TA,Y,SBrkr,1560,0,0,1560,0,0,1,1,3,1,TA,6,Typ,3,TA,Attchd,RFn,2,580,TA,TA,Y,0,75,584,0,0,0,none,0,5,2007,WD,Normal,201000
101,50,RL,60,10410,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0,660,660.0,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,none,Detchd,Unf,1,180,Fa,Fa,N,0,0,0,140,0,0,MnPrv,0,8,2009,WD,Normal,135000
102,20,RL,90,5400,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0,418,833.0,GasA,Ex,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,none,Detchd,Unf,1,326,TA,TA,Y,0,0,0,0,0,0,MnPrv,0,8,2006,WD,Normal,117000
103,80,RL,82,9020,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,WdSdng,BrkFace,259,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336,288,1248.0,GasA,TA,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,TA,6,Typ,0,none,Attchd,RFn,2,520,TA,TA,Y,176,0,0,0,0,0,GdPrv,0,6,2008,WD,Normal,168500
104,50,RL,79,9490,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Rec,165,238,806.0,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,Unf,1,240,TA,TA,Y,0,0,32,0,0,0,MnPrv,0,8,2006,WD,Normal,133000
105,60,RL,90,11700,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,ALQ,404.0,Unf,0,304,708.0,GasA,Gd,Y,SBrkr,708,708,0,1416,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,776,TA,TA,Y,0,169,0,0,119,0,none,0,5,2006,WD,Normal,179900
106,120,FV,37,3435,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0,1211,1235.0,GasA,Ex,Y,SBrkr,1245,0,0,1245,0,0,2,0,1,1,Gd,5,Typ,0,none,Attchd,RFn,2,495,TA,TA,Y,0,100,0,0,0,0,none,0,6,2008,WD,Normal,178000
